textID,text,selected_text,sentiment
62e611a13b," b/c 'we' ONLY have Baby Phat, Phat Farm, Applebottoms & FUBU!! And they come up pretty WEAK!! Double",WEAK!,-1
0eaf99742d,No one is bringing snacks,No one is bringing snacks,0
07c231cf30,Refusing to accept that the US holiday is over. Heading to Woodies Longboard  Diner in um ... Hove...,Refusing,-1
cdf2fe55f9,writing a song,writing a song,0
f8b21ca906, 16lbs is still a huge achievement though,huge achievement,1
58157d32d3,call me einstein. got math test results: A-  hell yesss,call me einstein. got math test results: A-  hell yesss,1
30c05eddfb, http://twitpic.com/336u5 - i love her too !!! she shouldve won,i love her too !!! she shouldve won,1
c76ef2a7e5,I was looking forward to seeing  in Raleigh (fan for 10 years NB too) but scalpers took the tix and sell them for $200  morons,looking forward,1
7fa4560206,Just sang 'Shine' by Newsboys in the car with  Holla!,Just sang 'Shine' by Newsboys in the car with  Holla!,0
146c706c22,"well,only one week left of my holidays,sad sad",sad sad,-1
5e47f76a0e,"_hypnotic oh thanx, just when i thought ilost it, iappreciate it","_hypnotic oh thanx, just when i thought ilost it, iappreciate it",0
b3175e5a2a,Today is Will`s first baseball game!  GO BATS!,Today is Will`s first baseball game!  GO BATS!,0
6153186459,GOD SCHOOL IS GOING TO SUCK **** NEXT YEAR!,SUCK **** NE,-1
ef2d5c0d36," yea, I was just about to say something  It`s great to hear! Ukrainian!",s great,1
2721a3d28b, http://twitpic.com/66z7a - I don`t know why I always click on your doughnut pictures... lol I always end up wanting one,I don`t know why I always click on your doughnut pictures... lol I always end up wanting one,0
9be8bac148,Big Sam Houston is not big enough to overcome the challanges of moving-car-iphone photography  http://yfrog.com/0xhu5j,Big Sam Houston is not big enough to overcome the challanges of moving-car-iphone photography,-1
6302e51369, awwww this made me realize I have to take down my bulletin board too!  There`s so many memories up there.,awwww,1
d7a1563eb6,"Downloadfestival`s lineup isn`t as good as i thought it was. There are some other awesome bands doing the festivals, but missing DL","Downloadfestival`s lineup isn`t as good as i thought it was. There are some other awesome bands doing the festivals, but missing DL",0
9652c18d7d, thats another sponsor,thats another sponsor,0
8d91c2e24a,Happy Mom`s Day to everyone in the US,Happy Mo,1
7412052774," ohhh ok. so like, it`s more frustrating? I had my hands on a 3g iphone last week but it was upgraded so i couldn`t unlock it",frustrating?,-1
67684df6dd,Hi this is http://gayorbispace.com We hope everybody is having a safe & fun weekend,hope,1
bff0c7715b,Finished Death Du Jour. School`s out.  Nerd.,Finished Death Du Jour. School`s out.  Nerd.,0
e6e359e97b," I believe that is true, FML is quite the phenomenon...all thx to Superbad","I believe that is true, FML is quite the phenomenon...all thx to Superbad",0
eae55ee415,SMH @ PPL WHO ONLY TWIT U UP ON FRIDAYS B/C U GOT 100+ FOLLOWERS AND THEY`RE STILL BANKING 15-20  #NOFAKERY,SMH @ PPL WHO ONLY TWIT U UP ON FRIDAYS B/C U GOT 100+ FOLLOWERS AND THEY`RE STILL BANKING 15-20  #NOFAKERY,0
73e592eef0,I REALLY  should have gone to the Chiropractor this week . . And today  my neck hurts so bad,k hurts,-1
67f4af6814,my birthday is in 2 days,my birthday is in 2 days,0
c2323df5b4,: wait till the vacation ends! u shud be cycling a lot then!,: wait till the vacation ends! u shud be cycling a lot then!,0
ed9fee5896,_Cullen8 i hate the rain *laughs*. thanks *smiles* i miss her loads i couldnt stop crying before,_Cullen8 i hate the rain *laughs*. thanks *smiles* i miss her loads i couldnt stop crying before,0
499b6d9ea8, `answers on a postcard`?! What century are you in?,`answers on a postcard`?! What century are you in?,0
42ba6c7e59,Thinking of summer,Thinking of summer,0
4131e5218b,My sister just called... she`s officially in labor! Looks like Anna and Josie are getting a new cousin today!!  (And this one is a girl!),Looks like Anna and Josie are getting a new cousin today!!  (And this one is a girl!),1
2545a3cd3b, South Philly - Passyunk Square Area! Closer to two street.,South Philly - Passyunk Square Area! Closer to two street.,0
c32d74b974,Is definitely working sunday afternoon to late evening,Is definitely working sunday afternoon to late evening,0
6d34c05bdd," I`m fine, I`ve just been trying to figure out the meaning behind this song, and I cant think of anything.  urlm.in/cnmt","fine,",1
b58bc0042b,i need to get my life together aka my apartment all cleaned and back how it was before my birthday,i need to get my life together aka my apartment all cleaned and back how it was before my birthday,0
735d139140, Rest then. It`s your day off!,Rest then. It`s your day off!,0
edffbc0856,morning im up and ready weeee its a sunday,morning im up and ready weeee its a sunday,0
3d208b8e59,"i want to wake up early, and get a coffee tomorrow (today) !  it`s going to be a busyy day! but have to keep writing.. booo whoo!","i want to wake up early, and get a coffee tomorrow (today) !  it`s going to be a busyy day! but have to keep writing.. booo whoo!",0
331cb6a72c, Good Luck.. mine 3rd day today !,Good Luck.,1
18f1163578,Had to stay home while my wife takes my daughter and a few friends out to Tokyo Steak House - sadly my body is not cooperating today,sadly,-1
59ecfedf99," Hey, where do you go last night?  Was expecting to see you @ On Broadway.","Hey, where do you go last night?  Was expecting to see you @ On Broadway.",0
44cf56f71d,watching 3rd JONAS ep.,watching 3rd JONAS ep.,0
82b63c0817,_Luck13 they are SO cute,SO cute,1
f1849921b4,"is trying so hard to not worry and be at peace despite her circumstances, but wonders why some christians are the ones making it so hard.",so hard.,-1
87b697c284, morning ashleighhh  x,morning ashleighhh  x,0
94364c73f3," Wow, congrats Rosemary","Wow,",1
2efcec9326,Five o`clock can`t come any faster,Five o`clock can`t come any faster,0
760c4e9790,either my inerne is **** or my mind is but i`m pretty sure that it`s the internet,either my inerne is **** or my mind is but i`m pretty sure that it`s the internet,-1
8c37fb6d50,"Morning everyone! Going to a gig now, then a run. Update you all later","Morning everyone! Going to a gig now, then a run. Update you all later",0
5b8d6e0051, Aww just read your tweet. I`m not sure about later either (work too)  feel it for us,Aww,1
2bc462bcc3," hahahaha nice. i gave up on bio cos idk what the hell i`m doing, so hello chem","s idk what the hell i`m doing,",-1
abbbcf0e9d,   Oh dear - Boyle is staying ...,Oh dear - Boyle is staying ...,0
555ec0c45e,"played a bit pool with my buddies....going to bed now, have to work tomorrow","played a bit pool with my buddies....going to bed now, have to work tomorrow",0
782c3332f0,"  awwwwwww, our kitties are the BEST!",he BEST!,1
990da6e49c, http://twitpic.com/67kb6 - Sad day!  What a great guy and enthusiastic teacher.,http://twitpic.com/67kb6 - Sad day!  What a great guy and enthusiastic teacher.,0
ebf0770afc,Everything is cool now. I wish the boy was able to talk.,Everything is cool now. I wish the boy was able to talk.,1
2224270b7e,watching 'slice of life' (laughing at the songgg) and then going to sleep,watching 'slice of life' (laughing at the songgg) and then going to sleep,0
f72246da6f,"_is_Rad yeah it was **** D: im so tired, i have a headache and now i have to play a game of rygby D: but ill be right  **** <33",headache,-1
b0197ac371,Picture Day for 3 YO preschooler. Light blue striped utton down and kahkis.  Wonder what color they will be when I pick him up in 3 hours,Wonder what color they will be when I pick him up in 3 hours,0
5f62fdce13, Yups!  I still have a lot of pruning of unfollowers to do. It takes  time,Yups!  I still have a lot of pruning of unfollowers to do. It takes  tim,0
6a6483f0b1,i need monies.  school is expensive.,expensive.,-1
cbf6c83aec,"Glorious day in Glasgow for a change, and I`m working  Too much to do to even contemplate knocking off early...","Glorious day in Glasgow for a change, and I`m working  Too much to do to even contemplate knocking off early...",0
050721252d, Doubtful! It`s going to be on 24/2!,Doubtful!,-1
4fa4f2bde8, what dey do homie? I wish it would stop raining already!! Plus my vacay is almost over,what dey do homie? I wish it would stop raining already!! Plus my vacay is almost over,0
18d8cfa696,what a fantastic saturday,fantastic,1
98cb7c67de,ahh..my stomach hurts,my stomach hurts,-1
5469d43a8c, *hugs back* me too,*hugs back*,1
11fff26b21,"Good thing is: They have a computer. Bad thing is: It blocks ALL VIDJAGAME SITES! Yes, even VGTribune.com is blocked!",Good thing,1
23bd2618df, girl a blunt is soooooooo in my thoughts right now. I had an absolutly GREAT day with a few stressors...come home,I had an absolutly GREAT day with a few stressors.,1
2fc9753d4b,"Bike trail - 1, Miss J - 0, two front teeth - 1 1/2.. Hopefully! Vacations suck!",Hopefully! Vacations suck!,0
6b32e8ad3b,1 John is an amazing book. Just what I needed to brighten my mood.,amazing,1
882af56246,"Woke up at 5am. Cleaned camera gear from last nights wedding. Should really go back to sleep, but kids awake.","Woke up at 5am. Cleaned camera gear from last nights wedding. Should really go back to sleep, but kids awake.",0
f590a96112,"On my way to work, I`m kinda sad",sad,-1
7f3951027f, cool. my **** itch. got sunburned at the volcano,got sunburned at the volcano,-1
75e38470cb, i wish we could have seen you girls today. well besides from across the crowd haah. hope you had fun,fun,1
f9e19d4ada,So finally.. It`s raining in Delhi,So finally.. It`s raining in Delhi,0
a260fd32ce,Can`t sleep but is happy that the Fugees are keeping him company,Can`t sleep but is happy that the Fugees are keeping him company,0
e558b49f1f,. Well gotdamn girl!!! I dont know what else!!!!  I`m sleepy again! Grrr,. Well gotdamn girl!!! I dont know what else!!!!  I`m sleepy again! Grrr,0
5b25dc3a8d,"not sure if I can use my Neko tix for Sunday night.  may be offering them to someone else, you`ll all be the first to know if interested","not sure if I can use my Neko tix for Sunday night.  may be offering them to someone else, you`ll all be the first to know if interested",0
2dbd548456,"I`m feelin sad, depressed, lonely, unhappy all at once. Rwhats wrong with me","I`m feelin sad, depressed, lonely, unhappy all at once.",-1
3bdcd2e1e6, Yea I think I waited to long. oh well. thats cool. I should have signed up for more but I`m already done with core classes,. thats cool.,1
7fc2b79810, Hope you get your car today   Hate anything that stops me from my work ;),Hope you get your car today   Hate anything that stops me from my work,0
a04a9fc4b0,"How can it be so freaking difficult to get a system-wide spellchecker? ****, I`d settle for an office suite one. Stupid unhelpful Windows",freaking difficult,-1
16a14d51ce,Twittering while my hair dries - just washed it in Macadamia and Orange Shampoo - smells gorgeous,smells gorgeous,1
7e3f57c60c,Just found out one of my ankles is swollen...eeks now it hurts,hurts,-1
692c77cc63, you really have to come to ireland some time! we love you over here <3,love you,1
43b7cb8e51,"its really incredibly gross outside, so im hoping to get alot done int he house today!  including pics on the blog! morning friends!",hoping,1
0e72789281, Maybe something`s just wrong with my phone...it`s still not working,wrong,-1
faae9fbb71, We were so busy I didn`t even get to talk with you!!  Please tell me you got your lipstick?!,We were so busy I didn`t even get to talk with you!,0
0c8d7056bd,I cant get all my rwitters on my phone this phone sucks,phone sucks,-1
32ed03e46d,Eating a dillybar from DQ! Yuuum,Yuuum,1
40b38aa1bf,Rainy day today.  No car so we`re stuck in the house   I needed to go to the post office too...bastards,...bastard,-1
c162ce503d,HOMELESS afterJune 1st.......,HOMELESS afterJune 1st....,-1
81e7d3acf4,  was wong?,was wong?,0
44805fe3d4,"17 things to do, the last thing on my mind is cleaning up everyone`s cake mess",last thing on my mind,-1
53bfdcfa12,Happy mothers dat,Happy,1
10b9503e37, why are you surprised?,why are you surprised?,0
37b9fc8ccb, Okay. I`m all out of ideas,Okay. I`m all out of ideas,0
294ac30b99,Whew! I literally shopped till I dropped....and sprained my ankle.  Ugh...do you see the sacrifices I make for you??,Ugh.,-1
e0bd0744d5,Just saw a dark burgundy Scion xB. That dark shade makes it look like a minivan because the shawdows of the lines and curves are lost.,lost.,-1
f4d97a5add, i don`t have texting.....,i don`t have texting.....,0
51f98e5b08,up and at work im ina good mood,good,1
c35f392086,"Uber Bored ATM, after Out of the Blue, will have shower, then watch house or numb3rs (vid) then CSI + CSI NY + Bones Double . .. . YAY!",YAY!,1
644c9a7d4e,just played volleyball?,just played volleyball?,0
d618862cbd, i want magic mountain tix but i dont get ur station out in paso  boo sux for me,o sux,-1
6969f81973, have fun at the viper room tomorrow night  i know the fam out there will be in attendance to support all of yall,fun,1
6cbd2be7e2,Can`t wait 2 hand in work tomorrow then im practically finished for the year  yay!!!!!!!,Can`t wait 2 hand in work tomorrow then im practically finished for the year  yay!,0
2312869bf4," Hey, Maria! I`m so sorry!  I think I accidentally disconnected you.     Thank you SO much for trying. Headed to your site soon.","Hey, Maria! I`m so sorry!  I think I accidentally disconnected you.     Thank you SO much for trying. Headed to your site",0
1a10ea492e,Ed is awake! But Andy doesn`t feel so hot so she`s still sleeping.,Ed is awake! But Andy doesn`t feel so hot so she`s still sleeping.,0
146c02f681," oh no! u must get 1!!!lol mum still isnt convinced, and we have 3","isnt convinced,",-1
8c644ad7b2,"Now Im in the work  , I miss my home, any news?",I miss,-1
8aa4944fec,Nice action shot: http://bit.ly/m8zfx   I miss working a pole.,Nice action shot: http://bit.ly/m8zfx   I miss working a pole.,0
30139aa906,"has tummy pains  n woke stu up for a drink in the middle of the night, I don`t remember it",pains,-1
6d61f1415e, Mine too! Hayley is great,great,1
daa811318a,On my way home n having 2 deal w underage girls drinking gin on da bus while talking bout keggers......**** i feel old,**** i feel old,-1
445d917016,Whew.... finally home after putting in some hours in the lab. Watching Catch Me if You Can and eating cheese and grapes. Good night,Whew.... finally home after putting in some hours in the lab. Watching Catch Me if You Can and eating cheese and grapes. Good night,0
f15fb4679e,So lost  on my owm tryinh to find matter in the o2,So lost  on my owm tryinh to find matter in the o2,0
36a8d427e6," it`s not a test to find cancer, it`s just some stuff in regards to; in this case, positive results would be a good thing",good thing,1
674e212174,I think i may have found my next apartment. Just one downfall.,I think i may have found my next apartment. Just one downfall.,0
c029d4a557,"`s plans didn`t go as followed, but its ok","`s plans didn`t go as followed, but its ok",0
66a07dff32, I was sleep for all that and missed the fun! Hey DG.  lets play another gammme brian,missed the fun!,-1
b329d819dd,went to see the dentist. can`t eat and im starving. really sucks.  and ist`s painful.,sucks.,-1
db01f598c2,Sad because i cant go over my friends house,Sad,-1
2836821bce,eating chicken noodle soup...... its one of those days,eating chicken noodle soup...... its one of those days,0
f59555b31d,http://twitpic.com/672s3 - What I woke up to this morning...I didn`t want to leave bed.,What I woke up to this morning...I didn`t want to leave bed.,0
e7db757d03,at home. have very sore feet. and am sad because the sale of my grandas house just went through. miss you,at home. have very sore feet. and am sad because the sale of my grandas house just went through. miss you,-1
add1c95bee,Star Trek.. Did not disappoint!  5 star!!,Did not disappoint!  5 star!!,1
7d7b41c60e,I need to burp ....  Im so nauseas....,nauseas.,-1
2736c303b4,"finally friday , but still grounded till next thursday    -- stereos = life <333",-- stereos = life <33,1
e302ba395c,My throat is killing me,My throat is killing me,-1
5fb6067e31,I ran over a turtle.,I ran over a turtle.,0
5f2c569776,Mikey I`m bored,bored,-1
a3ff2fa162, I`m a bit Ben`s Thai-ed out,I`m a bit Ben`s Thai-ed out,0
3ef24ff6fa,TGIF. I don`t feel good.,don`t feel good.,-1
f25010df3a,So many wires to sort out,So many wires to sort out,0
3cf2a5d309,.: no health insurance is not an option.,.: no health insurance is not an option.,0
856bbcf3fd, i think  missed me tooo,i think  missed me tooo,-1
153d758204,I want to hang out and play!  But I can`t.  Fiddle Faddle on my workload!,But I can`t.,-1
4d8b3a54c0,My throat hurts bad.  tonight is going to be fun.,My throat hurts bad.  tonight is going to be fun.,0
b84173147c," I still have plenty of food left here! Thanks for coming over, I can`t wait to see how the pictures came out",Thanks,1
bf983c9e0d,OMG !! hollyoaks well dramatic  !!!!!!!!!!!!,dramatic,-1
3d02e5d22e,My head hurts because that air freshner is the most horriblel scent ever.. Im super grossed out!!!!,My head hurts because that air freshner is the most horriblel scent ever.. Im super grossed out!!,-1
f8201b1ce3," congrats to the A`s!! ugh, we still have til the end of june","congrats to the A`s!! ugh, we still have til the end of june",1
dca6000c38," great!!  i`ve gpt tp put the lyrics in, finsih the background, then go over some writing, and then done!!",great!,1
ddb006254b,Shower. Then back to bed. So sick still.,So sick still.,-1
24a90722b0,saying goodbye to my parents at the airport.  it was great having them around.,it was great,1
3254ce8282," you can crash, you will just have to drive alone  Besides... I can`t crash, I gotta work! LOL ;)","you can crash, you will just have to drive alone  Besides... I can`t crash, I gotta work! LOL ;)",0
2218051218,"well, having looked at my bruv`s exam timetable and french oral exam I feel very fortunate  now to, erm, digest my morning revision...",very fortunate,1
5da43b3792, Glad TS brought it! Sorry about ur foot shorty...ur gonna have to relax wit the heels,Sorry,-1
59e6f3eeff,I hate today.,hate,-1
fe6301dd3a, my sleep pattern is screwed i need to try and stay up 2 midnight so i can get some decent sleep coz i havent slept,my sleep pattern is screwed,1
83141a208c,Took a 4 hour nap after work today and won`t be able to sleep all night    This is a bummer,Took a 4 hour nap after work today and won`t be able to sleep all night    This is a bumme,0
52c22647b9,Have a headache  I`m going to bed. Goodnight!,headache,-1
0b6b208122,  Welcome to my network buddies,Welcome to my network buddies,1
b0fc59f0dd,Have $#@&!!! Malware on my work PC!  I miss having an IT dept,I miss having an IT dept,-1
cd74b1835d, you will be great! Have a wonderful first day,you will be great! Have a wonderful first day,1
9f800858fb,Tom graduated today,Tom graduated today,0
566b75ccf1,  I am not a ****! damnit!  [sending you an e-mail right now btw],I am not a ****! damnit!,-1
523d648da7," fo sho, im down","fo sho, im down",0
8bac7062ac,I have the immense pleasure of being entertained by Pride & Prejudice for the 3rd time and I must say that I find it very much agreeable,I must say that I find it very much agreeable,1
8161fe1fa3, i trusted matt with my life in that picture. funnnn night though,funnnn,1
fadf4dff4e," wow, i can sleep with my eyes open, tis amaze *i lie*",amaze,1
df65034cd6,http://bit.ly/PenQl  I`ve added a new icon to the feedicon database  Have some fun with it!,e  Have some fun with it!,1
6fd2aff430,will just take a bath,will just take a bath,0
c8035d770d,unfortunately people at work let me down so I am now having a bad morning! it`s official... but revenge is a dish best served cold,unfortunately,-1
8ac81eb024, whahahah thank you,whahahah thank you,1
31d63da95f,intentando intentarlo ONCE AGAIN!,intentando intentarlo ONCE AGAIN!,0
7706015ddd,  still no direct message for me. what the hell am I complaining about? i`ll c ya in 27. if u don`t answer i`ll ask in 5*.,still no direct message for me. what the hell am I complaining about? i`ll c ya in 27. if u don`t answer i`ll ask in 5*.,-1
e97d6bd4ab,"Alright! Party was a success! We all had fun, & now it`s over",success!,1
555b90a504,bath time,bath time,0
4f810a1371,Swolen as shitt  boo hoo,shitt,-1
233197e487,Is now crying  Omg I am fed up with this pain !!!,I am fed up with this pain !!!,-1
7304f0e3e5,this hot day is making me tired,tired,-1
dc5138f91d,_anke What`s wrong with the ski slopes of MK? They`ve got coffee shops as well y`know!,What`s wrong with the ski slopes of MK? They`ve got coffee shops as well y`know!,0
06c1fbf621,_august84 hahahaha now that is a spooky wish babes  how about a lifetime supply of shoes with matching bags and constant weight?,spooky,-1
e082b8f404,My best friend is coming!excited,excited,1
ad3c4edeaf, Trying to fix my background,Trying to fix my background,0
15720688cb,Less rain more sunshine,Less rain more sunshine,0
c481433b33, hm... i don`t I can recommend any white chocolates though.. you have to move to the `dark` side first..,hm... i don`t I can recommend any white chocolates though.. you have to move to the `dark` side first..,0
355a1e84e2,just had a great talk with grace about how awesome God is and how he works...that somehow started with how remote controls work,just had a great talk with grace about how awesome God is and how he works...that somehow started with how remote controls work,1
cfac05a786,constantly looking at the clockkk..come on 11pm!,constantly looking at the clockkk..come on 11pm!,0
3e8c2cef56,I am sad because I broke my super-awesome giant paper clip I was using for my Italy notes,sad,-1
a0778509a0, its true...i can never be like _Bambu never,its true...i can never be like _Bambu never,0
ff396ed255,and now i smell pancakes...or maybe toast... or something delicious. but no one is at my place cooking,and now i smell pancakes...or maybe toast... or something delicious. but no one is at my place cooking,0
2b29f25d61,just went to the dentist my mouth hurts and I can`t eat until 8,hurts,-1
cce41b64d7,Work is an evil ****. That doesn`t let me check my text messages,evil ****.,-1
5c510be7a8," Wow, really? I didn`t know it was that serious.  Well that sucks. Texas must have been chock full of asbestos.",w it was that serious.  Well that sucks.,-1
098ac4f55c,Getting ready for our annual old boys hockey competition  let`s bring down the students!,Getting ready for our annual old boys hockey competition  let`s bring down the students!,0
2187da4101,Eli in the ER  they pricked his finger for blood sugar and he was trying not to cry http://twitpic.com/67z2q,he was trying not to cry,-1
208cbe4682,dang that burrito and toaster strudle(sp?) was just a tease im still hungry,dang that burrito and toaster strudle(sp?) was just a tease im still hungry,0
83492df3af, no decleration yet but crazy **** Koreans aren`t playing nice anymore  what do u thinks next? I`m thinking war,crazy **** Koreans aren`t playing nice anymore,-1
fb30f5db7c,_ Hahaaaha,_ Hahaaaha,0
83508cf4db,wellity! i think ima gonna clean my room :| ****. i need to read a good book. sense and sensibility here we come! BEAT THAT LILY  **,sense and sensibility here we come! BE,1
8d7fa41ea9,"i actually really liked Merlin last night. some parts were a bit eh, but the part where that chick was singing was like whoa.","i actually really liked Merlin last night. some parts were a bit eh, but the part where that chick was singing was like whoa.",1
e89db87d99,Off to class .... Longggg day,Longggg day,-1
6f12c6329e, Its goin good takin it easy ths weekend  Im preparing for the big events comin up for me U girls INSPIRE me 2 do great things!!,o great,1
e6d8f20e29, lol! I don`t know! but you dont need the plant! I`ll give you a hug instead! Hugs!,hug,1
e21d18976b," Not a problem. I loved that idea, and of course the photos were just perfect!",perfect!,1
d7cc763f8a, me toooooo! Thank u,Thank u,1
6f331b72db,On a day like today. I am thankful for my mom`s teaching (proverbs 6:20-23) and thankful that she`s on twitter too! Love you ,thankful,1
fd2fbdb0d3, Love **** Magix it`s cool!!... great rhythm!!!,great,1
9834c18bbd,waitin for some Fall out boy,waitin for some Fall out boy,0
a2fcd3e2ff, I have 3 computers all going now.  IE 7 on XP and IE 8 on Vista  all are still NO Shows!,re still NO Shows,-1
f7619b036e, o i c. i have no excuses i just love bein comfy,just love,1
2b438329e2," I never know whether they include me. Just straight white men, right? I wanna be part of the problem too.","I never know whether they include me. Just straight white men, right? I wanna be part of the problem too.",0
a667f7a506,"_mcc bye, Scotty!  i`m gonna miss you. ily<333",i`m gonna miss you. ily<,1
6e853e9949,"tired and bored, watching movies while i`m home alone","tired and bored,",-1
ca52f7afec, why did u copy wot i wrote //hmm,why did u copy wot i wrote //hmm,0
649e31adcc,Starbucks I`m lovin` it,Starbucks I`m lovin` it,1
d258c45fed, take me with you!!!  Have fun!,Have fun,1
b8f073fc0b, warm and wet  spent the day carpet cleaning the yacht,warm and wet  spent the day carpet cleaning the yacht,0
142ecacafc, Pfftt... I wish. Don`t have time though.,Pfftt... I wish. Don`t have time though.,0
cd58453bd0,Guess what happened to my butt yesterday? Yes - Annas finger came for a visit... and I said nothing about it.,Guess what happened to my butt yesterday? Yes - Annas finger came for a visit... and I said nothing about it.,0
de55035256,"    I like fridays generally, but class is extended today  and I`m starving :X haha </whine> O:-P","I like fridays generally, but class is extended today  and I`m starving :X haha </whine>",0
e8b74e2f44," oh, a really good 1 dude, thx... added","a really good 1 dude,",1
dd5c0c0dac,Long to-do list. Little desire to do it all.,Little desire to do it all.,-1
db149d27b5,HEY!  i dont know how to use this ._.,HEY!  i dont know how to use this ._.,0
6d2170e60f," I`ve been unlocked for decades now...just not lucky, never have been.  Gottta make my own luck and that involves $$$$$",".just not lucky, never have been.",-1
739833ea2c,need to cheer up!,need to cheer up!,0
e3b2567be6,Not feeling very well.,Not feeling very well.,-1
2cfcce19be,__marie lol..french toast sticks too!,__marie lol..french toast sticks too!,0
f302c1c568,"just got home, talk","just got home, talk",0
cdd32ab588,"Mother`s Day breakfast is over, getting back to work now. Back on Rails","Mother`s Day breakfast is over, getting back to work now. Back on Rails",0
277d727f57, bless her lil socks... think they need to rethink the age thing me,bless,1
ba29204d45,dude I have 2 more hours  and I`m all done with my work,I`m all done with my work,1
f5f75739a5,Ahh! my right kidney hurts soooo bad!!! Ooommmmggggg!!!!,Ahh! my right kidney hurts soooo bad!!! Ooommmmggggg!!!!,-1
251471ba64,"Mom asking if I`m feeling better after dargah visit. Dad swears he sees +ve 'change'.  I am amused.   But yeah, still depressed","I am amused.   But yeah, still depresse",0
d04f8878e0,"_brown Damnit, I accidentally put  instead of  in my #FollowFriday","Damnit,",-1
5b961ea2da,baaaaaaaah!!!! there`s a MEGA cockroach in the kitchen and i have no one to kill it!  heeeeelp me!!!! haha my retarded cats are no help!,retarded,-1
d123dccf52,Just got back from lunch and feeling more like a nap is in order than work  But I will press on!,Just got back from lunch and feeling more like a nap is in order than work  But I will press on!,0
071649bc91,Just found out I can`t drink at this bar! Booo missing e1 at palomino`s! No cheers sad face,No cheers sad face,-1
555c3b7535,"c`mon people, today is #juddday","c`mon people, today is #juddday",0
f58450a834," You`re not kidding when you say you have to be fast, are you?  I was there like 5 seconds after your tweet: nothing.","You`re not kidding when you say you have to be fast, are you?  I was there like 5 seconds after your tweet: nothing.",0
e9abbd7c09,My breath is weezy.  No more going to knotts when you`ve been sick all week.,been sick,-1
9a87c95e74, gah i forgot about separate bins. maybe this is a bad idea,bad idea,-1
b0b69a88b8,  FC is back dear.,FC is back dear.,0
455941f0fb,i wish people would leave jon & kate alone  i really like that show,i really like,1
ec81a56849, That was like eight years ago. Not so sure it would happen now,That was like eight years ago. Not so sure it would happen now,0
2ca5660e66,May 10 is Human Kindness Day.,May 10 is Human Kindness Day.,0
e71d17cb87,"_x Haha, You sound like lizzie :L she`s got a sister who is older than her, and she`s like argh :@ all the time",argh,-1
365711c26e,"somebody smuggle me to sydney, i`ll be your slave for eternity",i`ll be your slave for eternity,-1
e52dc9247e,Im so full. Subway was bomb! Waiting for my 2nd shift to start,Subway was bomb!,1
0f4354b370,"Entering twitter `lurk` mode, time to lock the keyboard, just poured me a whiskey","Entering twitter `lurk` mode, time to lock the keyboard, just poured me a whiskey",0
6052dbea51, love you ::hugs:but i`m not seeing anything...wondering if i`m doing something wrong),love you ::hugs:but i`m not seeing anything...wondering if i`m doing something wrong),0
f44f3ff9a8,"busy working on a new kit... and a couple interviews done...Yea! The weekend! Pray for my Uncle, still young and had a massive stroke!!","Pray for my Uncle,",1
8fb17e7f1b,I`m having a fantastically miserable time so far...,fantastically miserable time,0
a119b51e33,_reznor Trent don`t get mad at me but I keep thinking you`re pretending to be engaged for some reason,mad,-1
e1c85f0857, just got them- about to read & reply,just got them- about to read & reply,0
b6f135b56b,I`m really full and I feel sick,sick,-1
4bf1967791," I don`t know what that means, sorry",sorry,-1
14caae56d8,_1   is leavin bc of racists *starts cryin*,s cryin,-1
7a4a289831,Working now,Working now,0
a8310f010b,"  thats it, rub it in that ur seeing morrissey! il just go and cry in the corner  x","thats it, rub it in that ur seeing morrissey! il just go and cry in the corner",-1
3bec805110,The pool is just not fun without Tim in it...,just not fun,-1
f00f98900a, ohwwww  whatever I`m excited anyway.,r I`m excited anyway.,1
0c640602c2,to spend the weekend...to not spend the weekend.....that is hte question that is on my mind...,to spend the weekend...to not spend the weekend.....that is hte question that is on my mind...,-1
421d22b5e1,no eggs today ... shame was looking forward to a egg and bacon sandwich,shame,-1
5eaf154ecc,Good morning friends. Happy May Bank Holiday.,Good morning friends. Happy May Bank Holiday.,1
84ac9ac2a8,Why the **** can`t I be over this ??? I feel like crying bit I realy don`t want to  why is this bothering me sooooooo much !?,I feel like crying bit I realy don`t want to  why is this bothering me sooooooo much !?,-1
b61b7c4098," oh ok  good ... now i will jump for joy! M, you just made my day",r joy!,1
28733ad979,Those houses were a bust. House 1 smelled like a bowling alley and was maaad gross and house 2 needed a new roof and basement,Those houses were a bust. House 1 smelled like a bowling alley and was maaad gross and house 2 needed a new roof and basement,-1
e1943d424b,My hips are too wide to rock those mario Kart shorts  why couldn i have the bone structure of a 12 year old boy?,My hips are too wide to rock those mario Kart shorts  why couldn i have the bone structure of a 12 year old boy?,0
816217658d," - try thinking of something calm and peaceful, such as relaxing on the beach.","try thinking of something calm and peaceful, such as relaxing on the beach.",1
04795b9c4a,the classes with my students are over  gonna miss them...,gonna miss them...,-1
5693251f0d,Watching Jeremy assemble jr`s new radio flyer bike!!!  Jr is sick with 100 degree fever  taking a nap.  This will cheer him up though!,sick,-1
b4acad2b3c, Please wish your wife Evelyn a Happy Mother`s Day for me and tell her I hope that she has a wonderful day. Spoil her today.,I hope that she has a wonderful day.,1
22058ba86f,OK - so I can`t sleep...  Twitter it is,OK - so I can`t sleep...  Twitter it is,0
